Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
1977;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;086;75 - 79;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;10/05/2019
1978;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;115;35 - 39;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;10/05/2019
1979;71;CSS Maravillas;01;CENTRO;13;PUENTE DE VALLECAS;1302;SAN DIEGO;037;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/05/2019
1980;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;037;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;10/05/2019
1981;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;019;60 - 64;Española;H;0;CIVIS;040;Desproteccion social problema salud;10/05/2019
1982;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;004;30 - 34;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;10/05/2019
1983;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;073;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;10/05/2019
1984;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;179;65 - 69;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;10/05/2019
1985;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;165;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;10/05/2019
1986;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;183;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;10/05/2019
1987;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;159;60 - 64;Española;H;1;Primera Atención;040;Desproteccion social problema salud;10/05/2019
1988;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;157;80 - 84;Española;M;2;Zona / Historia Social;010;Malos Tratos;10/05/2019
1989;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1006;CUATRO VIENTOS;220;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;10/05/2019
1990;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;088;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;10/05/2019
1991;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;113;75 - 79;Española;M;1;Primera Atención;050;Desprotección socio-familiar;10/05/2019
1992;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1401;PAVONES;079;40 - 44;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;10/05/2019
1993;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;030;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;10/05/2019
1994;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;027;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/05/2019
1995;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;121;18 - 24;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;10/05/2019
1996;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;173;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;10/05/2019
1997;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;172;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/05/2019
1998;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;210;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;10/05/2019
1999;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;047;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/05/2019
2000;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;053;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;10/05/2019
2001;85;CSS Loyola de Palacio;12;USERA ;01;CENTRO;0101;PALACIO;004;30 - 34;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;10/05/2019
2002;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;071;65 - 69;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/05/2019
2003;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;016;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;10/05/2019
2004;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;077;>= 85;Española;M;2;Zona / Historia Social;020;Abandono;13/05/2019
2005;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;072;40 - 44;Española;M;0;CIVIS;040;Desproteccion social problema salud;13/05/2019
2006;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2103;CASCO HISTORICO DE BARAJAS;017;35 - 39;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/05/2019
2007;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;140;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/05/2019
2008;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;139;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/05/2019
2009;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;140;50 - 54;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;13/05/2019
2010;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;003;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;13/05/2019
2011;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;029;55 - 59;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;13/05/2019
2012;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0504;HISPANOAMERICA;058;80 - 84;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;13/05/2019
2013;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0702;ARAPILES;038;30 - 34;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/05/2019
2014;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0702;ARAPILES;045;40 - 44;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/05/2019
2015;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;083;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/05/2019
2016;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;026;65 - 69;Española;M;0;CIVIS;040;Desproteccion social problema salud;13/05/2019
2017;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;041;30 - 34;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;13/05/2019
2018;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;015;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/05/2019
2019;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;041;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/05/2019
2020;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;114;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/05/2019
2021;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;165;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/05/2019
2022;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;159;60 - 64;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/05/2019
2023;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1006;CUATRO VIENTOS;220;>= 85;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/05/2019
2024;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;035;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/05/2019
2025;80;CSS Gallur;10;LATINA;10;LATINA;1003;LUCERO;070;30 - 34;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;13/05/2019
2026;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1401;PAVONES;088;45- 49;Española;M;2;Zona / Historia Social;;;13/05/2019
2027;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;173;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;13/05/2019
2028;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;090;50 - 54;Española;H;1;Primera Atención;;;13/05/2019
2029;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;015;45- 49;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;13/05/2019
2030;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;064;50 - 54;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/05/2019
2031;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;027;35 - 39;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/05/2019
2032;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;054;50 - 54;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/05/2019
2033;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;054;75 - 79;Española;H;0;CIVIS;040;Desproteccion social problema salud;14/05/2019
2034;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;139;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/05/2019
2035;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;086;75 - 79;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/05/2019
2036;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;095;45- 49;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;14/05/2019
2037;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;093;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;14/05/2019
2038;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;042;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/05/2019
2039;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1509;COSTILLARES;166;75 - 79;Española;H;1;Primera Atención;040;Desproteccion social problema salud;14/05/2019
2040;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;104;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/05/2019
2041;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1405;FONTARRON;053;30 - 34;Española;H;2;Zona / Historia Social;;;14/05/2019
2042;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1405;FONTARRON;056;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/05/2019
2043;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;183;75 - 79;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;14/05/2019
2044;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;189;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;14/05/2019
2045;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;037;30 - 34;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;14/05/2019
2046;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;060;30 - 34;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;14/05/2019
2047;72;CSS Retiro;03;RETIRO;03;RETIRO;0303;ESTRELLA;047;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/05/2019
2048;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0403;FUENTE DEL BERRO;045;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/05/2019
2049;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2003;AMPOSTA;035;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/05/2019
2050;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2004;ARCOS;059;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/05/2019
2051;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2004;ARCOS;040;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;14/05/2019
2052;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2004;ARCOS;112;35 - 39;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;14/05/2019
2053;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;015;45- 49;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;14/05/2019
2054;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/05/2019
2055;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;059;50 - 54;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;14/05/2019
2056;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;003;18 - 24;Española;H;2;Zona / Historia Social;;;14/05/2019
2057;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0202;ACACIAS;025;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;16/05/2019
2058;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;062;>= 85;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;16/05/2019
2059;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;129;25 - 29;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;16/05/2019
2060;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;055;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;16/05/2019
2061;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;043;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;16/05/2019
2062;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;027;60 - 64;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;16/05/2019
2063;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;124;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/05/2019
2064;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;076;45- 49;Española;H;0;CIVIS;;;16/05/2019
2065;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;13;PUENTE DE VALLECAS;1301;ENTREVIAS;035;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;16/05/2019
2066;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;047;70 - 74;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;16/05/2019
2067;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;199;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/05/2019
2068;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;084;65 - 69;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/05/2019
2069;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1403;MARROQUINA;018;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;16/05/2019
2070;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1401;PAVONES;004;>= 85;Española;M;2;Zona / Historia Social;;;16/05/2019
2071;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1401;PAVONES;005;>= 85;Española;M;2;Zona / Historia Social;;;16/05/2019
2072;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;196;25 - 29;Española;M;1;Primera Atención;040;Desproteccion social problema salud;16/05/2019
2073;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;172;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/05/2019
2074;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;210;70 - 74;Española;M;1;Primera Atención;050;Desprotección socio-familiar;16/05/2019
2075;72;CSS Retiro;03;RETIRO;03;RETIRO;0301;PACIFICO;020;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;16/05/2019
2076;72;CSS Retiro;03;RETIRO;03;RETIRO;0301;PACIFICO;006;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;16/05/2019
2077;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2003;AMPOSTA;034;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/05/2019
2078;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2002;HELLIN;023;40 - 44;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;16/05/2019
2079;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;16/05/2019
2080;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;007;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;16/05/2019
2081;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;087;35 - 39;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/05/2019
2082;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;010;60 - 64;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;16/05/2019
2083;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0201;IMPERIAL;107;50 - 54;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;17/05/2019
2084;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;141;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2019
2085;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;129;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2019
2086;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;080;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/05/2019
2087;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;086;75 - 79;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/05/2019
2088;71;CSS Maravillas;01;CENTRO;01;CENTRO;0103;CORTES;072; ;Española;H;0;CIVIS;;;17/05/2019
2089;71;CSS Maravillas;01;CENTRO;01;CENTRO;0106;SOL;119;35 - 39;Extranjera;H;0;CIVIS;030;Alojamiento/Vivienda;17/05/2019
2090;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;055;40 - 44;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/05/2019
2091;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;033;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/05/2019
2092;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1509;COSTILLARES;166;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2019
2093;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;019;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2019
2094;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;077;35 - 39;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;17/05/2019
2095;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1004;ALUCHE;131;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;17/05/2019
2096;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;144;60 - 64;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/05/2019
2097;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;102;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/05/2019
2098;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0901;CASA DE CAMPO;005;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;17/05/2019
2099;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;125;40 - 44;Española;M;2;Zona / Historia Social;;;17/05/2019
2100;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;146;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/05/2019
2101;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;091;75 - 79;Española;M;1;Primera Atención;;;17/05/2019
2102;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;059;55 - 59;Española;M;2;Zona / Historia Social;;;17/05/2019
2103;72;CSS Retiro;03;RETIRO;03;RETIRO;0301;PACIFICO;020;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;17/05/2019
2104;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0401;RECOLETOS;010;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2019
2105;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;013;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/05/2019
2106;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;006;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;17/05/2019
2107;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;031;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;17/05/2019
2108;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;107;45- 49;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/05/2019
2109;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;073;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/05/2019
2110;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;009;25 - 29;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/05/2019
2111;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0201;IMPERIAL;009;>= 85;Española;M;0;CIVIS;040;Desproteccion social problema salud;20/05/2019
2112;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;158;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;20/05/2019
2113;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;131;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;20/05/2019
2114;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;129;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/05/2019
2115;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;091;45- 49;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;20/05/2019
2116;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;048;75 - 79;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;20/05/2019
2117;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0801;EL PARDO;001;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;20/05/2019
2118;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1004;ALUCHE;131;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;20/05/2019
2119;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;035;30 - 34;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;20/05/2019
