Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
1211;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;088;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2021
1212;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;061;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2021
1213;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0903;CIUDAD UNIVERSITARIA;039;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;06/04/2021
1214;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;193;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;06/04/2021
1215;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;189;35 - 39;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;06/04/2021
1216;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;079;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;06/04/2021
1217;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0402;GOYA;041;70 - 74;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;06/04/2021
1218;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2003;AMPOSTA;033;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;06/04/2021
1219;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;061;60 - 64;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;06/04/2021
1220;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0202;ACACIAS;026;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;07/04/2021
1221;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;067;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;07/04/2021
1222;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;068;40 - 44;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;07/04/2021
1223;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;079;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;07/04/2021
1224;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;009;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;07/04/2021
1225;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;017;12 - 17;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;07/04/2021
1226;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;006;>= 85;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;07/04/2021
1227;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;030;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;07/04/2021
1228;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;041;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;07/04/2021
1229;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;123;40 - 44;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;07/04/2021
1230;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;012;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;07/04/2021
1231;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1004;ALUCHE;124;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;07/04/2021
1232;79;CSS Los Yébenes;10;LATINA;10;LATINA;1007;AGUILAS;184;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;07/04/2021
1233;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;055;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;07/04/2021
1234;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;027;30 - 34;Española;M;2;Zona / Historia Social;010;Malos Tratos;07/04/2021
1235;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;192;35 - 39;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;07/04/2021
1236;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;175;30 - 34;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;07/04/2021
1237;72;CSS Retiro;03;RETIRO;02;ARGANZUELA;0202;ACACIAS;091;35 - 39;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;07/04/2021
1238;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;077;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;07/04/2021
1239;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;015;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;07/04/2021
1240;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1202;ORCASUR;099;75 - 79;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;07/04/2021
1241;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;016;35 - 39;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;07/04/2021
1242;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;059;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;07/04/2021
1243;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;004;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;07/04/2021
1244;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;051;50 - 54;Española;H;1;Primera Atención;040;Desproteccion social problema salud;08/04/2021
1245;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;139;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;08/04/2021
1246;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;141;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;08/04/2021
1247;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;035;30 - 34;Extranjera;M;1;Primera Atención;010;Malos Tratos;08/04/2021
1248;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;055;35 - 39;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;08/04/2021
1249;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;089;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;08/04/2021
1250;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;059;60 - 64;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;08/04/2021
1251;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;001;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;08/04/2021
1252;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;037;60 - 64;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;08/04/2021
1253;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;030;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;08/04/2021
1254;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;064;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;08/04/2021
1255;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;022;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;08/04/2021
1256;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;030;35 - 39;Española;M;2;Zona / Historia Social;;;08/04/2021
1257;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;019;70 - 74;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;08/04/2021
1258;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1606;VALDEFUENTES;114;65 - 69;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;08/04/2021
1259;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;210;35 - 39;Española;M;2;Zona / Historia Social;010;Malos Tratos;08/04/2021
1260;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;060;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;08/04/2021
1261;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;133;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;08/04/2021
1262;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;186;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;08/04/2021
1263;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;189;40 - 44;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;08/04/2021
1264;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;158;40 - 44;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;08/04/2021
1265;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;044;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;08/04/2021
1266;72;CSS Retiro;03;RETIRO;03;RETIRO;0306;NIÑO JESUS;086;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;08/04/2021
1267;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2004;ARCOS;042;60 - 64;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;08/04/2021
1268;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;50 - 54;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;08/04/2021
1269;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;099;55 - 59;Española;M;1;Primera Atención;040;Desproteccion social problema salud;08/04/2021
1270;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;070;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;08/04/2021
1271;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;025;65 - 69;Española;H;1;Primera Atención;040;Desproteccion social problema salud;08/04/2021
1272;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;104;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;09/04/2021
1273;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;085;30 - 34;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;09/04/2021
1274;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0702;ARAPILES;036;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;09/04/2021
1275;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;079;55 - 59;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;09/04/2021
1276;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1505;SAN PASCUAL;143;60 - 64;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;09/04/2021
1277;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;119;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;09/04/2021
1278;130;CSS El Querol;16;HORTALEZA;16;HORTALEZA;1605;APOSTOL SANTIAGO;083;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;09/04/2021
1279;130;CSS El Querol;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;063;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;09/04/2021
1280;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;203;30 - 34;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;09/04/2021
1281;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;169;55 - 59;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;09/04/2021
1282;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;058;18 - 24;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;09/04/2021
1283;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;187;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;09/04/2021
1284;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;190;50 - 54;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;09/04/2021
1285;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;020;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;09/04/2021
1286;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;097;45- 49;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;09/04/2021
1287;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;024;4 - 11;Española;H;2;Zona / Historia Social;010;Malos Tratos;09/04/2021
1288;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;060;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;09/04/2021
1289;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;004;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;09/04/2021
1290;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;079;55 - 59;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;12/04/2021
1291;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;148;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1292;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;021;25 - 29;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;12/04/2021
1293;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;121;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/04/2021
1294;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;088;35 - 39;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/04/2021
1295;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;090;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1296;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;042;50 - 54;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1297;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0705;RIOS ROSAS;114;70 - 74;Española;M;2;Zona / Historia Social;010;Malos Tratos;12/04/2021
1298;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;031;60 - 64;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/04/2021
1299;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;009;45- 49;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1300;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;159;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1301;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;116;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1302;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;081;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1303;130;CSS El Querol;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;077;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/04/2021
1304;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;063;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1305;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;058;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1306;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;185;18 - 24;Extranjera;M;1;Primera Atención;;;12/04/2021
1307;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;182;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/04/2021
1308;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;080;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/04/2021
1309;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;116;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1310;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;042;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1311;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;068;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;12/04/2021
1312;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;027;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/04/2021
1313;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;068;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/04/2021
1314;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;148;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/04/2021
1315;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;113;60 - 64;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;13/04/2021
1316;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1505;SAN PASCUAL;135;70 - 74;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;13/04/2021
1317;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;065;80 - 84;Española;M;2;Zona / Historia Social;010;Malos Tratos;13/04/2021
1318;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;073;70 - 74;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/04/2021
1319;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;190;50 - 54;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;13/04/2021
1320;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;032;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;13/04/2021
1321;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;067;50 - 54;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/04/2021
1322;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;078;25 - 29;Extranjera;M;1;Primera Atención;010;Malos Tratos;13/04/2021
1323;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1702;SAN CRISTOBAL;039;55 - 59;Española;H;1;Primera Atención;040;Desproteccion social problema salud;13/04/2021
1324;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;068;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;13/04/2021
1325;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;122;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;14/04/2021
1326;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;062;40 - 44;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;14/04/2021
1327;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0705;RIOS ROSAS;114;70 - 74;Española;M;2;Zona / Historia Social;010;Malos Tratos;14/04/2021
1328;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1509;COSTILLARES;161;0 - 3;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/04/2021
1329;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1505;SAN PASCUAL;135;70 - 74;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;14/04/2021
1330;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;038;>= 85;Española;M;2;Zona / Historia Social;;;14/04/2021
1331;91;CSS Luis Vives;15;CIUDAD LINEAL;04;SALAMANCA;0404;GUINDALERA;069;45- 49;Extranjera;M;1;Primera Atención;010;Malos Tratos;14/04/2021
1332;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;011;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/04/2021
1333;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;018;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;14/04/2021
1334;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;034;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/04/2021
1335;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;119;60 - 64;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/04/2021
1336;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;013;40 - 44;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/04/2021
1337;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;189;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/04/2021
1338;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;187;40 - 44;Española;M;1;Primera Atención;050;Desprotección socio-familiar;14/04/2021
1339;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;179;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;14/04/2021
1340;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1006;CUATRO VIENTOS;220;45- 49;Española;M;1;Primera Atención;040;Desproteccion social problema salud;14/04/2021
1341;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1006;CUATRO VIENTOS;221;60 - 64;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;14/04/2021
1342;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;052;18 - 24;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/04/2021
1343;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;090;45- 49;Española;M;1;Primera Atención;040;Desproteccion social problema salud;14/04/2021
1344;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;191;50 - 54;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;14/04/2021
1345;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;044;35 - 39;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;14/04/2021
1346;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;010;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/04/2021
1347;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;040;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;14/04/2021
1348;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1202;ORCASUR;099;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;14/04/2021
1349;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;015;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/04/2021
1350;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1703;BUTARQUE;114;60 - 64;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/04/2021
