Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
2158;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;058;55 - 59;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;16/05/2018
2159;72;CSS Retiro;03;RETIRO;03;RETIRO;0305;JERONIMOS;071;75 - 79;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;16/05/2018
2160;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0403;FUENTE DEL BERRO;050;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;16/05/2018
2161;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2003;AMPOSTA;032;60 - 64;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/05/2018
2162;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;108;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/05/2018
2163;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;102;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;16/05/2018
2164;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1202;ORCASUR;018;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;16/05/2018
2165;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;067;40 - 44;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;16/05/2018
2166;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;080;40 - 44;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/05/2018
2167;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;058;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;16/05/2018
2168;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;020;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;16/05/2018
2169;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0202;ACACIAS;018;80 - 84;Española;M;0;CIVIS;040;Desproteccion social problema salud;17/05/2018
2170;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;037;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;17/05/2018
2171;69;CSS José Villarreal;02;ARGANZUELA;12;USERA ;1201;ORCASITAS;009;60 - 64;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;17/05/2018
2172;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;011;30 - 34;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;17/05/2018
2173;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;019;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2018
2174;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0808;EL GOLOSO;178;55 - 59;Española;H;1;Primera Atención;050;Desprotección socio-familiar;17/05/2018
2175;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;052;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;17/05/2018
2176;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;161;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;17/05/2018
2177;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;151;35 - 39;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;17/05/2018
2178;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;041;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2018
2179;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;098;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2018
2180;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;088;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/05/2018
2181;79;CSS Los Yébenes;10;LATINA;10;LATINA;1001;LOS CARMENES;004;80 - 84;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/05/2018
2182;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;061;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2018
2183;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;148;4 - 11;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/05/2018
2184;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;143;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;17/05/2018
2185;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;010;45- 49;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;17/05/2018
2186;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;035;75 - 79;Española;M;1;Primera Atención;050;Desprotección socio-familiar;17/05/2018
2187;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;072;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2018
2188;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;048;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2018
2189;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1702;SAN CRISTOBAL;035;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2018
2190;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;004;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;17/05/2018
2191;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;050;70 - 74;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;18/05/2018
2192;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;194;18 - 24;Española;M;1;Primera Atención;010;Malos Tratos;18/05/2018
2193;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;032;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;18/05/2018
2194;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1509;COSTILLARES;161;55 - 59;Española;H;1;Primera Atención;050;Desprotección socio-familiar;18/05/2018
2195;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;027;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/05/2018
2196;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;193;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;18/05/2018
2197;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;084;50 - 54;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;18/05/2018
2198;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;127;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;18/05/2018
2199;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;090;30 - 34;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;18/05/2018
2200;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1403;MARROQUINA;021;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;18/05/2018
2201;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1404;MEDIA LEGUA;037;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;18/05/2018
2202;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;083;55 - 59;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/05/2018
2203;72;CSS Retiro;03;RETIRO;03;RETIRO;0304;IBIZA;049;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;18/05/2018
2204;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2003;AMPOSTA;034;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;18/05/2018
2205;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;017;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/05/2018
2206;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;005;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/05/2018
2207;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;011;65 - 69;Extranjera;H;1;Primera Atención;;;18/05/2018
2208;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;126;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/05/2018
2209;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;103;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;18/05/2018
2210;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;092;25 - 29;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/05/2018
2211;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;082;35 - 39;Extranjera;H;2;Zona / Historia Social;;;18/05/2018
2212;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;006;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;18/05/2018
2213;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;075;45- 49;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;21/05/2018
2214;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;063;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;21/05/2018
2215;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1509;COSTILLARES;161;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;21/05/2018
2216;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;047;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;21/05/2018
2217;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;024;40 - 44;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;21/05/2018
2218;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;054;50 - 54;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;21/05/2018
2219;79;CSS Los Yébenes;10;LATINA;11;CARABANCHEL;1104;VISTA ALEGRE;080;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;21/05/2018
2220;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;137;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;21/05/2018
2221;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;101;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;21/05/2018
2222;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;084;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;21/05/2018
2223;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;088;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;21/05/2018
2224;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;057;60 - 64;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;21/05/2018
2225;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;061;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;21/05/2018
2226;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0901;CASA DE CAMPO;010;50 - 54;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;21/05/2018
2227;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;023;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;21/05/2018
2228;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;109;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;21/05/2018
2229;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;191;60 - 64;Española;M;0;CIVIS;030;Alojamiento/Vivienda;21/05/2018
2230;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;080;70 - 74;Española;M;2;Zona / Historia Social;010;Malos Tratos;21/05/2018
2231;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;058;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;21/05/2018
2232;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;057;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;21/05/2018
2233;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;057;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;21/05/2018
2234;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1201;ORCASITAS;102;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;21/05/2018
2235;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;080;30 - 34;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;21/05/2018
2236;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;024;45- 49;Extranjera;H;0;CIVIS;030;Alojamiento/Vivienda;21/05/2018
2237;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0202;ACACIAS;022;40 - 44;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;22/05/2018
2238;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;058;50 - 54;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2239;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;08;FUENCARRAL-EL PARDO;0806;VALVERDE;166;35 - 39;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2240;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;055;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;22/05/2018
2241;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;093;65 - 69;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2242;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;048;70 - 74;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;22/05/2018
2243;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;049;55 - 59;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2244;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;024;55 - 59;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;22/05/2018
2245;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;022;50 - 54;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;22/05/2018
2246;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0808;EL GOLOSO;129;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;22/05/2018
2247;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;117;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2248;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;065;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;22/05/2018
2249;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;052;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2250;80;CSS Gallur;10;LATINA;10;LATINA;1003;LUCERO;052;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;22/05/2018
2251;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;061;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2252;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;125;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;22/05/2018
2253;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;166;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2254;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;193;60 - 64;Española;M;1;Primera Atención;050;Desprotección socio-familiar;22/05/2018
2255;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;094;50 - 54;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;22/05/2018
2256;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;054;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2257;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;061;55 - 59;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;22/05/2018
2258;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;043;18 - 24;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2259;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2004;ARCOS;050;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;22/05/2018
2260;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1201;ORCASITAS;011;25 - 29;Española;M;1;Primera Atención;050;Desprotección socio-familiar;22/05/2018
2261;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;029;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2262;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1703;BUTARQUE;046;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;22/05/2018
2263;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;092;80 - 84;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2264;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;070;35 - 39;Extranjera;M;2;Zona / Historia Social;;;22/05/2018
2265;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;020;55 - 59;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/05/2018
2266;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0202;ACACIAS;030;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;23/05/2018
2267;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;058;50 - 54;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/05/2018
2268;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;065;75 - 79;Española;H;1;Primera Atención;050;Desprotección socio-familiar;23/05/2018
2269;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2103;CASCO HISTORICO DE BARAJAS;018;55 - 59;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/05/2018
2270;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;131;18 - 24;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;23/05/2018
2271;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;093;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/05/2018
2272;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;122;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/05/2018
2273;71;CSS Maravillas;01;CENTRO;01;CENTRO;0103;CORTES;066;55 - 59;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;23/05/2018
2274;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1509;COSTILLARES;161;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;23/05/2018
2275;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;083;12 - 17;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;23/05/2018
2276;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;049;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;23/05/2018
2277;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;038;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;23/05/2018
2278;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;034;45- 49;Española;H;1;Primera Atención;040;Desproteccion social problema salud;23/05/2018
2279;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;110;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/05/2018
2280;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;120;30 - 34;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;23/05/2018
2281;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;045;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/05/2018
2282;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;084;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/05/2018
2283;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;148;30 - 34;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;23/05/2018
2284;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;022;40 - 44;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;23/05/2018
2285;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0907;ARAVACA;077;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;23/05/2018
2286;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0901;CASA DE CAMPO;010;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;23/05/2018
2287;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;087;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;23/05/2018
2288;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;083;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;23/05/2018
2289;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;137;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/05/2018
2290;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;062;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/05/2018
2291;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;023;50 - 54;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;23/05/2018
2292;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;004;60 - 64;Extranjera;H;1;Primera Atención;;;23/05/2018
2293;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;048;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/05/2018
2294;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;087;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/05/2018
2295;69;CSS José Villarreal;02;ARGANZUELA;05;CHAMARTÍN;0502;PROSPERIDAD;021;40 - 44;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/05/2018
2296;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;167;18 - 24;Española;H;2;Zona / Historia Social;;;24/05/2018
2297;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;116;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;24/05/2018
2298;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;038;50 - 54;Extranjera;M;0;CIVIS;010;Malos Tratos;24/05/2018
2299;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1509;COSTILLARES;161;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;24/05/2018
