Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Proceso;Proceso;Fecha Demanda
21952;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;223;INFORME DERIVACION GENERAL;28/02/2022
21953;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;28/02/2022
21954;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;10876;AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS;28/02/2022
21955;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;28/02/2022
21956;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;28/02/2022
21957;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;28/02/2022
21958;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;28/02/2022
21959;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;10861;RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS);28/02/2022
21960;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;28/02/2022
21961;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;62;ASOCIACIONES ONG;28/02/2022
21962;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;1;COBERTURA NECESIDADES BASICAS;28/02/2022
21963;93;CSS Huerta de Villaverde;17;VILLAVERDE; ; ; ; ; ; ; ; ;1;COBERTURA NECESIDADES BASICAS;28/02/2022
21964;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;068;35 - 39;Extranjera;M;5;AYUDA COMEDOR ESCOLAR;28/02/2022
21965;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;071;30 - 34;Extranjera;M;92;AYUDAS ECO. CONVIV. MENORES PRO.FAMILIA CM;28/02/2022
21966;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;069;60 - 64;Extranjera;M;189;OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE;28/02/2022
21967;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;024;45 - 49;Española;H;60;VIVIENDA;28/02/2022
21968;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;010;18 - 24;Extranjera;H;62;ASOCIACIONES ONG;28/02/2022
21969;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;010;18 - 24;Extranjera;H;189;OFICINA MUNICIPAL DE INFORMACIÓN Y ORIENTACION PARA POBLACION INMIGRANTE;28/02/2022
21970;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;022;18 - 24;Española;M;10902;INGRESO MÍNIMO VITAL;28/02/2022
21971;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
21972;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;61;CENTRO DE ATENCION INFANCIA (CAI);01/03/2022
21973;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
21974;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;169;SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS;01/03/2022
21975;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
21976;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;01/03/2022
21977;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
21978;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
21979;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;127;COMIDA A DOMICILIO;01/03/2022
21980;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;56;ACTIVIDADES DE OCIO Y TIEMPO LIBRE;01/03/2022
21981;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
21982;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;216;SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL;01/03/2022
21983;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
21984;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
21985;69;CSS José Villarreal;02;ARGANZUELA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
21986;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;060;75 - 79;Española;H;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
21987;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;47;ATENCIÓN PSICOLOGICA;01/03/2022
21988;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;01/03/2022
21989;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;01/03/2022
21990;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;10876;AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS;01/03/2022
21991;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;9991;TELEASISTENCIA MAYORES DEPENDENCIA;01/03/2022
21992;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
21993;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
21994;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;43;PENSION NO CONTRIBUTIVA CM;01/03/2022
21995;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
21996;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
21997;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
21998;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
21999;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
22000;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
22001;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;10861;RESIDENCIA DEPENDENCIA (MAYORES ENFERMOS ALZHEIMER U OTRAS DEMENCIAS);01/03/2022
22002;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;1;COBERTURA NECESIDADES BASICAS;01/03/2022
22003;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;31;EDUCADOR SOCIAL;01/03/2022
22004;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
22005;99;CSS Teresa de Calcuta;21;BARAJAS; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
22006;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2103;CASCO HISTORICO DE BARAJAS;020;80 - 84;Española;M;57;DEPENDENCIA CM;01/03/2022
22007;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2103;CASCO HISTORICO DE BARAJAS;020;>=85;Española;M;57;DEPENDENCIA CM;01/03/2022
22008;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2103;CASCO HISTORICO DE BARAJAS;020;80 - 84;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22009;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2103;CASCO HISTORICO DE BARAJAS;020;>=85;Española;H;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
22010;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2103;CASCO HISTORICO DE BARAJAS;020;>=85;Española;H;57;DEPENDENCIA CM;01/03/2022
22011;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2103;CASCO HISTORICO DE BARAJAS;020;80 - 84;Española;M;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
22012;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2103;CASCO HISTORICO DE BARAJAS;020;>=85;Española;H;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22013;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2104;TIMON;030;80 - 84;Española;M;57;DEPENDENCIA CM;01/03/2022
22014;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2104;TIMON;031;50 - 54;Española;M;114;CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM;01/03/2022
22015;99;CSS Teresa de Calcuta;21;BARAJAS;21;BARAJAS;2104;TIMON;030;80 - 84;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22016;82;CSS Monseñor Óscar Romero;11;CARABANCHEL; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;01/03/2022
22017;82;CSS Monseñor Óscar Romero;11;CARABANCHEL; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22018;82;CSS Monseñor Óscar Romero;11;CARABANCHEL; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22019;82;CSS Monseñor Óscar Romero;11;CARABANCHEL; ; ; ; ; ; ; ; ;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;01/03/2022
22020;82;CSS Monseñor Óscar Romero;11;CARABANCHEL; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22021;82;CSS Monseñor Óscar Romero;11;CARABANCHEL; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22022;82;CSS Monseñor Óscar Romero;11;CARABANCHEL; ; ; ; ; ; ; ; ;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;01/03/2022
22023;81;CSS Plaza Elíptica;11;CARABANCHEL; ; ; ; ; ; ; ; ;1;COBERTURA NECESIDADES BASICAS;01/03/2022
22024;81;CSS Plaza Elíptica;11;CARABANCHEL; ; ; ; ; ; ; ; ;62;ASOCIACIONES ONG;01/03/2022
22025;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;003;40 - 44;Extranjera;M;1;COBERTURA NECESIDADES BASICAS;01/03/2022
22026;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;006;>=85;Española;M;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
22027;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;006;>=85;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22028;83;CSS Zaida;11;CARABANCHEL; ; ; ; ; ; ; ; ;24;CAMA ARTICULADA;01/03/2022
22029;83;CSS Zaida;11;CARABANCHEL; ; ; ; ; ; ; ; ;171;CENTRO DE DÍA (ENFERMOS DE ALZHEIMER U OTRAS DEMENCIAS);01/03/2022
22030;83;CSS Zaida;11;CARABANCHEL; ; ; ; ; ; ; ; ;25;GRÚA;01/03/2022
22031;83;CSS Zaida;11;CARABANCHEL; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22032;83;CSS Zaida;11;CARABANCHEL; ; ; ; ; ; ; ; ;127;COMIDA A DOMICILIO;01/03/2022
22033;83;CSS Zaida;11;CARABANCHEL; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
22034;83;CSS Zaida;11;CARABANCHEL; ; ; ; ; ; ; ; ;170;CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL);01/03/2022
22035;83;CSS Zaida;11;CARABANCHEL; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
22036;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;070;60 - 64;Española;H;57;DEPENDENCIA CM;01/03/2022
22037;83;CSS Zaida;11;CARABANCHEL;10;LATINA;1004;ALUCHE;093;35 - 39;Extranjera;M;10902;INGRESO MÍNIMO VITAL;01/03/2022
22038;83;CSS Zaida;11;CARABANCHEL;10;LATINA;1004;ALUCHE;093;35 - 39;Extranjera;M;120;TRABAJO Y EMPLEO CM;01/03/2022
22039;71;CSS Maravillas;01;CENTRO;01;CENTRO;0103;CORTES;067;60 - 64;Española;H;10902;INGRESO MÍNIMO VITAL;01/03/2022
22040;71;CSS Maravillas;01;CENTRO;01;CENTRO;0104;JUSTICIA;089;>=85;Española;M;57;DEPENDENCIA CM;01/03/2022
22041;70;CSS Puerta de Toledo;01;CENTRO; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22042;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22043;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22044;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;01/03/2022
22045;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22046;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;47;ATENCIÓN PSICOLOGICA;01/03/2022
22047;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10734;PROYECTOS PROPIOS DEL DISTRITO;01/03/2022
22048;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;01/03/2022
22049;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;01/03/2022
22050;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
22051;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22052;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10734;PROYECTOS PROPIOS DEL DISTRITO;01/03/2022
22053;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22054;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
22055;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;01/03/2022
22056;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;042;75 - 79;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22057;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;045;75 - 79;Española;M;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
22058;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0504;HISPANOAMERICA;051;>=85;Española;H;24;CAMA ARTICULADA;01/03/2022
22059;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0505;NUEVA ESPAÑA;079;75 - 79;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22060;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0502;PROSPERIDAD;019;60 - 64;Española;M;10902;INGRESO MÍNIMO VITAL;01/03/2022
22061;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0502;PROSPERIDAD;028;75 - 79;Española;H;57;DEPENDENCIA CM;01/03/2022
22062;74;CSS Santa Hortensia;05;CHAMARTÍN;15;CIUDAD LINEAL;1504;CONCEPCION;131;55 - 59;Extranjera;M;59;TRABAJO Y EMPLEO;01/03/2022
22063;74;CSS Santa Hortensia;05;CHAMARTÍN;15;CIUDAD LINEAL;1504;CONCEPCION;131;55 - 59;Extranjera;M;1;COBERTURA NECESIDADES BASICAS;01/03/2022
22064;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;01/03/2022
22065;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0702;ARAPILES;028;75 - 79;Extranjera;H;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;01/03/2022
22066;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0702;ARAPILES;028;70 - 74;Extranjera;M;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;01/03/2022
22067;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0702;ARAPILES;028;70 - 74;Extranjera;M;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22068;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0702;ARAPILES;028;75 - 79;Extranjera;H;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22069;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0701;GAZTAMBIDE;010;70 - 74;Española;H;9991;TELEASISTENCIA MAYORES DEPENDENCIA;01/03/2022
22070;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0703;TRAFALGAR;070;35 - 39;Extranjera;M;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22071;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0706;VALLEHERMOSO;134;80 - 84;Española;M;57;DEPENDENCIA CM;01/03/2022
22072;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0706;VALLEHERMOSO;120;75 - 79;Española;M;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
22073;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22074;91;CSS Luis Vives;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;59;TRABAJO Y EMPLEO;01/03/2022
22075;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1509;COSTILLARES;166;70 - 74;Española;M;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
22076;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;062;80 - 84;Española;H;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22077;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;047;75 - 79;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22078;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;100;30 - 34;Extranjera;M;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;01/03/2022
22079;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;094;45 - 49;Extranjera;M;223;INFORME DERIVACION GENERAL;01/03/2022
22080;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;095;80 - 84;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22081;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;100;30 - 34;Extranjera;M;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22082;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1506;SAN JUAN BAUTISTA;153;>=85;Española;M;57;DEPENDENCIA CM;01/03/2022
22083;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1506;SAN JUAN BAUTISTA;153;>=85;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22084;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1505;SAN PASCUAL;132;70 - 74;Española;H;57;DEPENDENCIA CM;01/03/2022
22085;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1505;SAN PASCUAL;132;70 - 74;Española;H;57;DEPENDENCIA CM;01/03/2022
22086;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;027;12 - 17;Española;H;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22087;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;014;55 - 59;Extranjera;M;222;INFORME SOCIAL GENERAL;01/03/2022
22088;108;CSS Santa Felicidad;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;216;SERVICIO DE AYUDA A DOMICILIO MAYORES EXCEPCIONAL;01/03/2022
22089;108;CSS Santa Felicidad;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;01/03/2022
22090;108;CSS Santa Felicidad;15;CIUDAD LINEAL; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
22091;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;038;75 - 79;Española;M;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
22092;77;CSS Badalona;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;38;CENTRO DE DIA PARA MENORES (CRUZ ROJA);01/03/2022
22093;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
22094;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;9991;TELEASISTENCIA MAYORES DEPENDENCIA;01/03/2022
22095;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22096;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
22097;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
22098;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
22099;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO; ; ; ; ; ; ; ; ;56;ACTIVIDADES DE OCIO Y TIEMPO LIBRE;01/03/2022
22100;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;049;65 - 69;Española;H;9991;TELEASISTENCIA MAYORES DEPENDENCIA;01/03/2022
22101;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;01/03/2022
22102;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22103;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22104;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;01/03/2022
22105;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22106;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;60;VIVIENDA;01/03/2022
22107;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22108;92;CSS Concepción Arenal;16;HORTALEZA; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;01/03/2022
22109;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1605;APOSTOL SANTIAGO;081;>=85;Española;M;57;DEPENDENCIA CM;01/03/2022
22110;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;028;65 - 69;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;01/03/2022
22111;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;006;75 - 79;Española;H;57;DEPENDENCIA CM;01/03/2022
22112;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;028;65 - 69;Española;M;9990;TELEASISTENCIA MAYORES ASP;01/03/2022
